2024-10-22 16:44:33.669556,498.44,497.92
2024-10-22 16:44:33.707499,79.69,383.33
2024-10-22 16:44:33.713931,53.12,383.33
2024-10-22 16:44:33.738435,957.81,408.33
2024-10-22 16:44:33.743547,959.38,406.25
2024-10-22 16:44:33.777304,979.69,414.58
2024-10-22 16:44:33.825902,979.69,414.58
2024-10-22 16:44:33.858705,978.12,418.75
2024-10-22 16:44:33.893725,976.56,420.83
2024-10-22 16:44:33.926291,976.56,420.83
2024-10-22 16:44:33.951397,976.56,420.83
2024-10-22 16:44:35.792647,995.31,462.50
2024-10-22 16:44:36.158774,995.31,456.25
2024-10-22 16:44:36.169403,995.31,456.25
2024-10-22 16:44:36.238618,993.75,450.00
2024-10-22 16:44:36.543025,995.31,462.50
2024-10-22 16:44:36.607471,995.31,450.00
2024-10-22 16:44:36.910008,993.75,456.25
2024-10-22 16:44:36.943085,993.75,445.83
2024-10-22 16:44:37.294008,995.31,456.25
2024-10-22 16:44:37.326057,995.31,454.17
2024-10-22 16:44:37.358054,995.31,452.08
2024-10-22 16:44:37.694715,995.31,460.42
2024-10-22 16:44:37.726831,993.75,450.00
2024-10-22 16:44:37.737859,993.75,450.00
2024-10-22 16:44:37.776832,995.31,450.00
2024-10-22 16:44:37.971064,995.31,468.75
2024-10-22 16:44:38.001685,989.06,456.25
2024-10-22 16:44:38.048224,982.81,431.25
2024-10-22 16:44:38.081876,976.56,422.92
2024-10-22 16:44:38.111580,971.88,418.75
2024-10-22 16:44:38.143672,970.31,420.83
2024-10-22 16:44:38.175824,964.06,437.50
2024-10-22 16:44:38.208434,964.06,450.00
2024-10-22 16:44:38.239470,957.81,504.17
2024-10-22 16:44:38.271792,953.12,570.83
2024-10-22 16:44:38.321360,960.94,610.42
2024-10-22 16:44:38.350862,984.38,616.67
2024-10-22 16:44:38.384331,990.62,764.58
2024-10-22 16:44:38.449016,640.62,52.08
2024-10-22 16:44:38.477825,623.44,68.75
2024-10-22 16:44:38.624040,540.62,85.42
2024-10-22 16:44:38.655734,528.12,87.50
2024-10-22 16:44:38.688441,515.62,93.75
2024-10-22 16:44:38.721494,510.94,95.83
2024-10-22 16:44:38.753076,557.81,75.00
2024-10-22 16:44:39.136333,993.75,741.67
2024-10-22 16:44:39.377879,578.12,300.00
2024-10-22 16:44:39.408836,550.00,325.00
2024-10-22 16:44:39.441434,535.94,360.42
2024-10-22 16:44:39.473285,617.19,306.25
2024-10-22 16:44:39.505399,550.00,343.75
2024-10-22 16:44:39.536443,546.88,345.83
2024-10-22 16:44:39.570003,623.44,310.42
2024-10-22 16:44:39.617242,600.00,310.42
2024-10-22 16:44:39.646913,592.19,302.08
2024-10-22 16:44:39.679059,557.81,314.58
2024-10-22 16:44:39.711302,537.50,310.42
2024-10-22 16:44:39.745027,517.19,306.25
2024-10-22 16:44:39.778152,507.81,306.25
2024-10-22 16:44:39.809718,503.13,306.25
2024-10-22 16:44:39.840380,500.00,304.17
2024-10-22 16:44:39.889146,481.25,266.67
2024-10-22 16:44:39.921183,479.69,260.42
2024-10-22 16:44:39.952645,475.00,266.67
2024-10-22 16:44:39.984152,465.62,283.33
2024-10-22 16:44:40.019742,464.06,295.83
2024-10-22 16:44:40.048885,464.06,287.50
2024-10-22 16:44:40.082951,465.62,285.42
2024-10-22 16:44:40.113833,448.44,289.58
2024-10-22 16:44:40.163465,451.56,291.67
2024-10-22 16:44:40.195894,451.56,287.50
2024-10-22 16:44:40.225730,465.62,285.42
2024-10-22 16:44:40.256669,476.56,289.58
2024-10-22 16:44:40.289077,487.50,295.83
2024-10-22 16:44:40.324877,498.44,297.92
2024-10-22 16:44:40.358612,512.50,300.00
2024-10-22 16:44:40.369209,512.50,300.00
2024-10-22 16:44:40.404462,517.19,300.00
2024-10-22 16:44:40.471065,507.81,300.00
2024-10-22 16:44:40.503151,515.62,295.83
2024-10-22 16:44:40.534634,487.50,297.92
2024-10-22 16:44:40.566360,465.62,297.92
2024-10-22 16:44:40.594835,454.69,302.08
2024-10-22 16:44:40.632274,440.62,302.08
2024-10-22 16:44:40.659318,440.62,302.08
2024-10-22 16:44:40.679879,421.88,302.08
2024-10-22 16:44:40.707968,398.44,289.58
2024-10-22 16:44:40.742857,398.44,279.17
2024-10-22 16:44:40.777180,382.81,272.92
2024-10-22 16:44:40.807526,368.75,264.58
2024-10-22 16:44:40.870322,335.94,237.50
2024-10-22 16:44:40.902113,323.44,231.25
2024-10-22 16:44:40.920398,323.44,231.25
2024-10-22 16:44:40.949828,309.38,222.92
2024-10-22 16:44:40.983611,296.88,218.75
2024-10-22 16:44:41.015321,739.06,591.67
2024-10-22 16:44:41.045927,734.38,587.50
2024-10-22 16:44:41.079249,734.38,579.17
2024-10-22 16:44:41.106462,723.44,579.17
2024-10-22 16:44:41.143037,715.62,579.17
2024-10-22 16:44:41.191342,678.12,583.33
2024-10-22 16:44:41.227207,696.88,572.92
2024-10-22 16:44:41.255996,693.75,577.08
2024-10-22 16:44:41.285191,685.94,583.33
2024-10-22 16:44:41.314175,585.94,364.58
2024-10-22 16:44:41.352884,592.19,372.92
2024-10-22 16:44:41.381888,598.44,370.83
2024-10-22 16:44:41.410587,628.12,466.67
2024-10-22 16:44:41.462884,665.62,554.17
2024-10-22 16:44:41.490816,625.00,450.00
2024-10-22 16:44:41.524718,625.00,460.42
2024-10-22 16:44:41.554613,626.56,460.42
2024-10-22 16:44:41.586767,626.56,460.42
2024-10-22 16:44:41.623072,629.69,458.33
2024-10-22 16:44:41.653038,676.56,568.75
2024-10-22 16:44:41.686961,678.12,570.83
2024-10-22 16:44:41.732937,684.38,575.00
2024-10-22 16:44:41.765230,685.94,556.25
2024-10-22 16:44:41.796580,670.31,587.50
2024-10-22 16:44:41.827565,676.56,593.75
2024-10-22 16:44:41.859207,689.06,593.75
2024-10-22 16:44:41.892958,567.19,358.33
2024-10-22 16:44:41.928838,567.19,397.92
2024-10-22 16:44:41.959672,246.88,222.92
2024-10-22 16:44:41.974773,246.88,222.92
2024-10-22 16:44:42.005897,585.94,412.50
2024-10-22 16:44:42.073650,595.31,458.33
2024-10-22 16:44:42.103815,576.56,460.42
2024-10-22 16:44:42.134333,564.06,487.50
2024-10-22 16:44:42.169176,560.94,493.75
2024-10-22 16:44:42.198715,551.56,491.67
2024-10-22 16:44:42.207776,551.56,491.67
2024-10-22 16:44:42.242651,556.25,514.58
2024-10-22 16:44:42.277088,665.62,745.83
2024-10-22 16:44:42.306009,250.00,597.92
2024-10-22 16:44:42.338253,251.56,629.17
2024-10-22 16:44:42.373514,545.31,606.25
2024-10-22 16:44:42.407649,535.94,593.75
2024-10-22 16:44:42.471954,526.56,633.33
2024-10-22 16:44:42.482630,526.56,633.33
2024-10-22 16:44:42.516413,514.06,625.00
2024-10-22 16:44:42.547753,504.69,620.83
2024-10-22 16:44:42.582188,495.31,616.67
2024-10-22 16:44:42.611118,476.56,629.17
2024-10-22 16:44:42.645844,535.94,689.58
2024-10-22 16:44:42.673756,214.06,341.67
2024-10-22 16:44:42.708474,215.62,356.25
2024-10-22 16:44:42.738164,220.31,368.75
2024-10-22 16:44:42.789943,226.56,379.17
2024-10-22 16:44:42.820649,228.12,383.33
2024-10-22 16:44:42.850392,231.25,389.58
2024-10-22 16:44:42.879276,234.38,391.67
2024-10-22 16:44:42.912886,234.38,391.67
2024-10-22 16:44:42.945881,235.94,397.92
2024-10-22 16:44:42.978170,237.50,406.25
2024-10-22 16:44:43.025311,231.25,404.17
2024-10-22 16:44:43.056355,231.25,412.50
2024-10-22 16:44:43.087646,531.25,812.50
2024-10-22 16:44:43.122335,557.81,810.42
2024-10-22 16:44:43.153068,242.19,472.92
2024-10-22 16:44:43.189992,245.31,487.50
2024-10-22 16:44:43.222101,243.75,487.50
2024-10-22 16:44:43.250196,240.62,483.33
2024-10-22 16:44:43.299140,237.50,475.00
2024-10-22 16:44:43.329752,231.25,464.58
2024-10-22 16:44:43.361205,226.56,456.25
2024-10-22 16:44:43.393022,226.56,452.08
2024-10-22 16:44:43.424944,231.25,450.00
2024-10-22 16:44:43.456886,237.50,450.00
2024-10-22 16:44:43.488164,242.19,450.00
2024-10-22 16:44:43.520888,245.31,450.00
2024-10-22 16:44:43.535499,245.31,450.00
2024-10-22 16:44:43.570450,243.75,445.83
2024-10-22 16:44:43.603214,243.75,445.83
2024-10-22 16:44:43.667782,248.44,443.75
2024-10-22 16:44:43.697411,256.25,443.75
2024-10-22 16:44:43.734938,267.19,456.25
2024-10-22 16:44:43.760097,276.56,475.00
2024-10-22 16:44:43.792350,290.62,481.25
2024-10-22 16:44:43.814989,290.62,481.25
2024-10-22 16:44:43.840600,318.75,495.83
2024-10-22 16:44:43.873921,340.62,497.92
2024-10-22 16:44:43.903164,356.25,502.08
2024-10-22 16:44:43.937263,367.19,520.83
2024-10-22 16:44:43.970744,364.06,529.17
2024-10-22 16:44:43.999537,350.00,522.92
2024-10-22 16:44:44.032710,339.06,514.58
